ArticleTitle,ArticleID,Fund,WinningBid 
Table Rack & Tables,91797,General Fund,$181.00 
Exercise Bike,91798,General Fund,$274.00 
Exercise Bike,91799,General Fund,$230.00 
Stair Master,91800,General Fund,$420.00 
Ping Pong Table,91801,General Fund,$105.01 
Weight Bench,91802,General Fund,$23.00 
2 Chairs,91803,General Fund,$31.00 
2 Chairs,91804,General Fund,$37.00 
3 Chairs,91805,General Fund,$40.00 
Dell Laptop w/Bag,91806,General Fund,$98.00 
Dell Laptop w/Bag,91807,General Fund,$101.02 
Dell Laptop w/Bag,91808,General Fund,$79.00 
Dell Laptop w/Bag,91809,General Fund,$57.00 
Dell Laptop w/Bag,91810,General Fund,$57.00 
Dell Laptop w/Bag,91811,General Fund,$89.00 
Dell Laptop w/Bag,91812,General Fund,$83.00 
Dell Laptop w/Bag,91813,General Fund,$68.00 
Dell Laptop w/Bag,91814,General Fund,$79.01 
1999 Bluebird School Bus,91815,Enterprise,$1125.00 
Dell Laptop w/Bag,91816,General Fund,$74.00 
Dell Laptop w/Bag,91817,General Fund,$81.02 
Dell Laptop w/Bag,91818,General Fund,$79.01 
Dell Laptop w/Bag,91819,General Fund,$84.25 
2004 Ford F-550,91820,Enterprise,$1725.00 
Dell Computer,91821,General Fund,$85.00 
Dell Computer,91822,General Fund,$82.00 
Dell Computer,91824,General Fund,$79.01 
Dell Computer,91825,General Fund,$81.01 
Dell Computer,91826,General Fund,$83.20 
Dell Computer,91827,General Fund,$82.00 
2009 Chevrolet Impala,91828,Enterprise,$520.00 
Dell Computer,91829,General Fund,$88.89 
Dell Computer,91830,General Fund,$92.99 
Dell Computer,91831,General Fund,$92.99 
Dell Computer,91832,General Fund,$92.99 
2004 Ford F-550,91833,Enterprise,$1282.00 
2006 Chevrolet Impala,91834,Enterprise,$485.99 
1995 Ford F-700 Tanker Truck,91835,Enterprise,$2651.01 
1995 Ingersoll-Rand Roller,91836,Enterprise,$2825.00 
2005 John Deere Walk Behind Mower,91837,Enterprise,$100.14 
1996 12' Flatbed Trailer,91838,Enterprise,$900.01 
10ft Enclosed Trailer,91839,Enterprise,$1500.01 
CD Jewel Case Shelf,91840,General Fund,$7.00 
CD Jewel Case Shelf,91841,General Fund,$8.00 
CD Jewel Case Shelf,91842,General Fund,$11.11 
Chair,91843,General Fund,$10.79 
14 Dell Computers,91846,General Fund,$665.00 
2 Dell Computers,91847,General Fund,$16.00 
Dell Computer,91848,General Fund,$27.51 
Office Equipment,91849,General Fund,$200.14 
Office Electronics,91850,General Fund,$75.00 
3 Ceramic Moisteners,91851,General Fund,$22.13 
Spectrum Radiation Inc. Apron,91852,General Fund,$68.13 
Lateral File Cabinet,91853,General Fund,$25.00 
Cabinet,91854,General Fund,$23.50 
Cabinet,91855,General Fund,$17.00 
Table,91856,General Fund,$6.00 
Office Chair,91857,General Fund,$23.50 
Office Chair,91858,General Fund,$23.00 
Cabinet,91859,Enterprise,$11.99 
Serving Line,91860,Enterprise,$230.00 
Steamer,91861,Enterprise,$16.62 
Dish Washer,91862,Enterprise,$11.62 
Piano,91865,Enterprise,$35.00 
"Dell 17"" Flat Screen Monitor",91866,General Fund,$11.01 
"Dell 17"" Flat Screen Monitor",91867,General Fund,$19.00 
"Dell 17"" Flat Screen Monitor",91868,General Fund,$16.51 
"Dell 17"" Flat Screen Monitor",91869,General Fund,$27.00 
"Dell 19"" Flat Screen Monitor",91870,General Fund,$23.99 
"Dell 19"" Flat Screen Monitor",91871,General Fund,$26.51 
"Dell 19"" Flat Screen Monitor",91872,General Fund,$22.51 
"Dell 19"" Flat Screen Monitor",91873,General Fund,$22.51 
"Dell 19"" Flat Screen Monitor",91874,General Fund,$16.01 
"Dell 20"" Flat Screen Monitor",91875,General Fund,$32.00 
Dell Computer,91876,General Fund,$37.00 
Dell Computer,91877,General Fund,$33.50 
Dell Computer,91878,General Fund,$32.50 
Dell Computer,91879,General Fund,$28.50 
Alamo Flail Mowers & Equipment,91886,Enterprise,$70.00 
GE Washer & Dryer,91887,Enterprise,$180.00 
Craftsman Tool Box,91888,Enterprise,$64.55 
Exide Battery Charger & Starter,91889,Enterprise,$90.00 
Wel-Bilt 5-Gallon Portable Air Tank,91890,Enterprise,$32.00 
Direct UPS Power Supply,91891,Enterprise,$27.13 
"Makita 7-1/4"" Circular Saw",91892,Enterprise,$102.01 
Bose Sound Dock,91893,Enterprise,$92.00 
Honeywell Digital Video Recorder,91895,Enterprise,$103.00 
"Samsung 32"" LED Flat Screen TV",91897,Enterprise,$115.00 
"Sony 32"" LCD Flat Screen TV",91898,Enterprise,$100.00 
Food Saver Vacuum Sealer,91899,Enterprise,$81.01 
2 Providence Products Motorcycle Stands,91900,Enterprise,$200.01 
Providence Products Motorcycle Stand,91901,Enterprise,$55.00 
Providence Products Motorcycle Stand,91902,Enterprise,$59.00 
Providence Products Motorcycle Stand,91903,Enterprise,$62.00 
3 Motorcycle Stands,91904,Enterprise,$21.00 
Apple iPad 2,91905,Enterprise,$185.00 
Sony Cyber-shot Digital Camera,91906,Enterprise,$44.02 
"Samsung 65"" 4K Ultra HD 3D Smart LED TV",91908,Enterprise,$1325.02 
Volvo Bumper,91909,General Fund,$1.00 
5 Hot Boxes,91910,Enterprise,$103.00 
6 Hot Boxes,91911,Enterprise,$130.00 
Hot Box,91912,Enterprise,$205.00 
Hot Box,91913,Enterprise,$250.01 
Warmer,91914,Enterprise,$258.00 
Warmer,91915,Enterprise,$205.00 
Keg Cooler,91916,Enterprise,$360.00 
Keg Cooler,91917,Enterprise,$209.00 
Cooler,91919,Enterprise,$250.00 
Cooler,91920,Enterprise,$122.01 
Freezer,91922,Enterprise,$59.00 
Freezer,91923,Enterprise,$250.00 
Coffee Machine,91926,Enterprise,$283.00 
Sink,91927,Enterprise,$330.00 
Dell Laptop w/Bag,91931,General Fund,$44.01 
Dell Laptop w/Bag,91932,General Fund,$55.01 
Dell Laptop w/Bag,91933,General Fund,$52.00 
Dell Laptop w/Bag,91934,General Fund,$58.25 
Dell Laptop w/Bag,91935,General Fund,$63.00 
Dell Laptop w/Bag,91936,General Fund,$44.99 
Dell Laptop w/Bag,91937,General Fund,$78.00 
Dell Laptop w/Bag,91938,General Fund,$62.00 
Dell Computer,91940,General Fund,$39.00 
Keyboard,91950,Enterprise,$27.26 
Table w/8 Chairs,91951,Enterprise,$205.00 
Table w/4 Bar Stools,91952,Enterprise,$73.11 
15 Bernhardt Chairs,91953,Enterprise,$300.00 
15 Bernhardt Chairs,91954,Enterprise,$308.00 
15 Bernhardt Chairs,91955,Enterprise,$308.00 
2 Bernhardt Chairs,91956,Enterprise,$68.00 
2 Bernhardt Chairs,91957,Enterprise,$61.65 
2 Bernhardt Chairs,91958,Enterprise,$61.00 
2 Bernhardt Chairs,91959,Enterprise,$60.00 
2 Bernhardt Chairs,91960,Enterprise,$61.11 
2 Bernhardt Chairs,91961,Enterprise,$103.00 
2 Bernhardt Chairs,91962,Enterprise,$67.00 
2 Bernhardt Chairs,91963,Enterprise,$88.00 
Table w/2 Chairs,91964,Enterprise,$32.00 
Table w/2 Chairs,91965,Enterprise,$52.00 
Kings Inc. Couch,91966,Enterprise,$11.00 
4 Chairs 2 End Tables & 1 Coffee Table,91969,Enterprise,$155.00 
2001 International Dump Truck,91970,Enterprise,$12700.00 
2011 Go-4 Interceptor III,91971,Enterprise,$2875.00 
2011 Chevrolet Impala,91972,Enterprise,$1675.00 
2011 Chevrolet Impala,91973,Enterprise,$1626.00 
1997 Ford F-800,91974,Enterprise,$9100.00 
2008 Nissan Rogue,91975,Enterprise,$5900.00 
2003 Mitsubishi Lancer Evolution,91976,Enterprise,$3526.02 
Xtreme PY50 Kids Dirt Bike,92038,General Fund,$109.00 
Dell Computer,90180,General Fund,$161.00 
Dell Computer,90181,General Fund,$161.00 
Dell Computer,90182,General Fund,$175.00 
Dell Computer,90183,General Fund,$175.00 
Husky Socket Set,90353,Enterprise,$52.00 
1998 Gillig Bus,90414,Enterprise,$2376.01 
1998 Gillig Bus,90417,Enterprise,$2176.00 
Mirror,90405,General Fund,$21.00 
Basketball Goal,90431,Enterprise,$4.88 
2008 Chevrolet Impala,90465,Enterprise,$1026.00 
2008 Chevrolet Impala,90466,Enterprise,$2031.00 
2011 Chevrolet Impala,90469,Enterprise,$340.99 
Kenmore Refrigerator,90473,Enterprise,$766.51 
Bean Bag Chair w/Ottoman,90495,Enterprise,$1.00 
Bench Chair,90498,Enterprise,$51.00 
Samsung Wireless Subwoofer,90511,Enterprise,$68.00 
Desk,90516,General Fund,$1.00 
Dell Computer,90527,General Fund,$130.00 
EMC Reader Board,90533,Enterprise,$160.00 
4 Bar Stools,90555,Enterprise,$51.00 
4 Bar Stools,90557,Enterprise,$101.00 
2000 Jeep Grand Cherokee,90548,Enterprise,$735.00 
4 Bar Stools,90559,Enterprise,$80.00 
4 Bar Stools,90561,Enterprise,$100.01 
4 Chairs 2 End Tables 1 Coffee Table,90562,Enterprise,$112.00 
Men's Watch,90539,Enterprise,$98.00 
Whelen Light Bars (Emergency Provider Only),90564,Enterprise,$3134.99 
Diagnosis Machine,90574,Enterprise,$57.55 
1 Tire,90577,Enterprise,$213.00 
3 Tires,90578,Enterprise,$467.00 
3 Tires,90582,Enterprise,$330.00 
Trash Compactor,90590,Enterprise,$570.92 
Hot Box,90591,Enterprise,$11.00 
Hot Box,90592,Enterprise,$158.00 
Hot Box,90593,Enterprise,$103.00 
Hot Box,90594,Enterprise,$52.00 
Refrigerator,90597,Enterprise,$232.00 
Freezer,90598,Enterprise,$15.00 
Freezer,90599,Enterprise,$27.00 
Cooler,90600,Enterprise,$455.00 
Cooler,90601,Enterprise,$211.00 
Cooler/Freezer,90602,Enterprise,$204.00 
Roller Grill,90605,Enterprise,$63.69 
Steamer,90608,Enterprise,$37.29 
4 Bar Stools,90654,Enterprise,$70.00 
4 Bar Stools,90655,Enterprise,$52.00 
4 Bar Stools,90657,Enterprise,$47.00 
4 Bar Stools,90658,Enterprise,$42.00 
4 Bar Stools,90659,Enterprise,$52.00 
4 Bar Stools,90660,Enterprise,$54.00 
4 Bar Stools,90661,Enterprise,$47.00 
2 Bernhardt Chairs,90662,Enterprise,$63.55 
2 Bernhardt Chairs,90663,Enterprise,$68.00 
2 Bernhardt Chairs,90664,Enterprise,$64.00 
2 Bernhardt Chairs,90666,Enterprise,$70.00 
2 Bernhardt Chairs,90667,Enterprise,$106.00 
2 Bernhardt Chairs,90668,Enterprise,$106.00 
2 Bernhardt Chairs,90669,Enterprise,$73.50 
4 Chairs 2 End Tables & 1 Coffee Table,90670,Enterprise,$160.00 
4 Chairs 2 End Tables & 1 Coffee Table,90671,Enterprise,$161.00 
Ladies Watch,90541,Enterprise,$81.01 
Dell Computer,90611,General Fund,$115.00 
Dell Computer,90612,General Fund,$116.02 
Dell Computer,90614,General Fund,$118.00 
Dell Computer,90615,General Fund,$115.01 
Dell Computer,90616,General Fund,$115.01 
Dell Computer,90620,General Fund,$118.01 
Dell Computer,90621,General Fund,$118.01 
Dell Computer,90622,General Fund,$118.01 
Dell Computer,90624,General Fund,$127.00 
Dell Computer,90625,General Fund,$127.01 
Dell Computer,90626,General Fund,$120.05 
Dell Computer,90627,General Fund,$127.22 
Dell Computer,90628,General Fund,$127.22 
Dell Computer,90629,General Fund,$120.02 
Men's Watch,90542,Enterprise,$87.00 
Drive Shafts & Transmission,90630,Enterprise,$22.55 
2 Transmission Cores,90631,Enterprise,$38.99 
Engine Core,90632,Enterprise,$25.56 
Engine Core,90633,Enterprise,$29.99 
2 Engine Cores,90634,Enterprise,$44.55 
Arm Rests,90635,Enterprise,$58.78 
Spot Lights,90636,Enterprise,$155.13 
2 55-Gallon Drums,90637,Enterprise,$30.00 
Vehicle Screen Parts,90638,Enterprise,$8.00 
Vehicle Screens,90639,Enterprise,$20.50 
Vehicle Screens,90640,Enterprise,$7.50 
Consoles,90642,Enterprise,$155.00 
Consoles,90643,Enterprise,$20.50 
3 Impala Seats,90644,Enterprise,$1.00 
Catalytic Convertor,90645,Enterprise,$30.01 
3 Plastic Pallets,90646,General Fund,$17.00 
File Cabinet,90647,General Fund,$78.00 
Dell Computer,90648,General Fund,$121.01 
Dell Computer,90649,General Fund,$117.53 
Spa Massage Foot Massager,90651,Enterprise,$11.01 
"Replogle 16"" Diamater Globe w/Stand",90652,Enterprise,$126.00 
Stove,90653,General Fund,$51.00 
150 Small Student Chairs,90674,Enterprise,$106.00 
2010 Zhejiang Jonway Motorcyle,90675,Enterprise,$815.00 
1985 Pontiac Grand Prix,90676,Enterprise,$1025.25 
2008 Chevrolet Impala,90677,Enterprise,$3000.01 
2008 Chevrolet Impala,90678,Enterprise,$403.00 
2006 Toytota Solara,90679,Enterprise,$8311.00 
2000 Chevrolet 1500,90680,Enterprise,$3580.00 
2012 Infiniti M37s,90681,Enterprise,$21600.00 
8ft Utility Trailer,90684,Enterprise,$640.00 
Challenge Paper Cutter,90673,General Fund,$259.00 
King Pelican Case,90672,Enterprise,$52.00 
Razor SX500 McGrath Electric Motorcycle,90682,Enterprise,$228.00 
Razor Miniature Electric Dirt Quad,90683,Enterprise,$243.00 
King Size Bedroom Set,90685,Enterprise,$701.01 
Playstation 3,90686,Enterprise,$84.00 
Black & Decker 12 Volt Cordless Drill,90687,Enterprise,$27.00 
Metal Fruit Basket,90688,Enterprise,$10.02 
Sony DVD Player,90689,Enterprise,$16.00 
American Gear Suitcase,90690,Enterprise,$33.50 
Protege Suitcase,90691,Enterprise,$23.75 
RVN Dress,90692,Enterprise,$85.00 
Stihl Blower,90693,Enterprise,$105.11 
Stihl Chainsaw,90694,Enterprise,$213.00 
Timberland Boots,90695,Enterprise,$17.00 
Modern Girl Heels,90696,Enterprise,$8.00 
HP Laptop,90697,Enterprise,$125.00 
Asus Laptop,90698,Enterprise,$103.00 
Samsung Galaxy Tablet,90699,Enterprise,$88.00 
Apple iPod Touch,90700,Enterprise,$78.00 
2 Bernhardt Chairs,90701,Enterprise,$205.00 
One Diamond Earring,90741,Enterprise,$320.02 
Distributor Tester,90702,Enterprise,$285.00 
Automotive Equipment,90703,Enterprise,$117.60 
Blue Cabinet,90704,Enterprise,$94.99 
5 Wheel Chairs,90705,Enterprise,$60.00 
5 Wheel Chairs,90706,Enterprise,$92.00 
Hydraulic Lift,90707,Enterprise,$10.50 
2 Hydraulic Lifts,90708,Enterprise,$17.01 
2 Hydraulic Lifts,90709,Enterprise,$25.01 
3 Gait Trainers,90710,Enterprise,$6.01 
2 Standers,90711,Enterprise,$3.50 
2 Strollers,90712,Enterprise,$3.50 
Pediatric Chair w/Tray,90713,Enterprise,$2.00 
Hospital Gurney,90715,Enterprise,$98.00 
Chair,90716,Enterprise,$3.50 
Small Walker,90717,Enterprise,$1.00 
Creepster Crawler,90718,Enterprise,$57.00 
Multi Purpose Seat,90719,Enterprise,$1.00 
"""Samsung"" Blue-ray 3D Player",90745,Enterprise,$26.00 
1 Lot of 6 WII Games,90746,Enterprise,$27.00 
WII U Game,90747,Enterprise,$27.00 
WII U Game,90748,Enterprise,$16.00 
WII U Game,90749,Enterprise,$9.00 
WII U Game,90750,Enterprise,$4.00 
WII U Game,90751,Enterprise,$17.00 
WII U Game,90752,Enterprise,$3.00 
1 Lot of 4 DVD's,90753,Enterprise,$1.00 
12 XBox Games 1 Xbox Movie,90754,Enterprise,$27.00 
"""Steiner"" Binoculars",90755,Enterprise,$81.75 
Sony 4K Media Player,90756,Enterprise,$116.00 
1 Lot of 4 WII Games,90757,Enterprise,$32.00 
WII U Game,90758,Enterprise,$10.00 
WII U Game,90759,Enterprise,$6.00 
WII Controller,90760,Enterprise,$7.00 
Cisco Linksys,90761,Enterprise,$27.00 
Motorola Surfboard Modem,90762,Enterprise,$25.00 
Motorola Surfboard Modem,90763,Enterprise,$4.50 
LG Blue-Ray Writer,90764,Enterprise,$52.01 
7 Cafeteria Tables,90721,Enterprise,$58.12 
Desk,90722,Enterprise,$8.50 
Piano,90723,Enterprise,$5.01 
2 Hats,90724,Enterprise,$4.00 
Datamation Laptop Cart,90726,Enterprise,$37.00 
Datamation Laptop Cart,90727,Enterprise,$60.00 
Toilets & Sinks,90729,Enterprise,$57.00 
Concrete Blocks,90730,Enterprise,$62.00 
2 Fans,90731,Enterprise,$36.00 
2 Metal Craftsman File Cabinets,90732,General Fund,$16.00 
Office Electronics,90733,General Fund,$23.00 
Office Electronics,90734,General Fund,$39.00 
Star Trac Treadmill,90735,General Fund,$2.00 
Ingersoll Rand Industrial Air Compressor,90736,Enterprise,$366.00 
Ingersoll Rand Industrial Air Compressor,90737,Enterprise,$526.00 
HP Laser Jet P2015,90738,Enterprise,$42.00 
"Dell 19"" Flat Screen Monitor",90739,General Fund,$17.00 
Digital 'Gucci' Diamond Watch,90742,Enterprise,$915.00 
2009 Chevrolet Impala,90765,Enterprise,$360.00 
2010 Chevrolet Impala,90766,Enterprise,$520.00 
1997 Jeep Cherokee,90767,Enterprise,$1000.00 
2010 Ford F-250,90769,Enterprise,$15700.00 
2007 Dodge Caravan,90770,Enterprise,$2725.00 
Toyota Forklift,90771,Enterprise,$4975.00 
HP Design Jet Printer,90772,General Fund,$340.00 
Hon File Cabinet,90773,Enterprise,$16.00 
Royal Sovereign Coin Counter,90774,Enterprise,$106.00 
"Sharp 70"" LED Flat Screen TV",90775,Enterprise,$860.00 
Play Station 4,90776,Enterprise,$291.00 
PS4 Game,90777,Enterprise,$12.00 
PS4 Game,90778,Enterprise,$14.00 
PS4 Game,90779,Enterprise,$12.00 
"30"" Bolt Cutters",90780,Enterprise,$37.50 
Louis Vuitton Men's Belt,90781,Enterprise,$82.00 
Coach Back Pack,90782,Enterprise,$120.00 
Beats Head Phones,90783,Enterprise,$165.00 
Milwaukee 15pc Impact Drill & Drive Set,90786,Enterprise,$20.01 
Coleman Powermate Generator,90787,Enterprise,$493.50 
Rigid 18v Tool Set,90788,Enterprise,$106.14 
Husky Tool Bag,90789,Enterprise,$10.01 
Stanley 20v Cordless Hammer Drill,90790,Enterprise,$18.00 
Black & Decker Drill,90791,Enterprise,$13.00 
Schumacher Jump Starter,90792,Enterprise,$71.00 
Echo Trimmer,90793,Enterprise,$86.00 
Troy-Bilt Pressure Washer,90795,Enterprise,$82.25 
Porter-Cable Clipped Head Framing Nailer,90796,Enterprise,$57.13 
Lamp,90797,Enterprise,$18.00 
Memorex DVD/CD Player,90798,Enterprise,$23.00 
"Philips 9"" DVD Screen",90800,Enterprise,$12.00 
Samsung Sound Bar,90801,Enterprise,$44.00 
11 DVD's,90802,Enterprise,$22.26 
Epson X8-800 Printer,90804,Enterprise,$53.00 
Oster 20 Quart Roaster Oven,90805,Enterprise,$50.00 
Northern Industrial Tools Vehicle Dolly Set,90806,Enterprise,$49.00 
Chair,90807,Enterprise,$23.00 
End Table,90809,Enterprise,$13.00 
Make-up Desk,90810,Enterprise,$46.00 
Kenmore Air Cleaner,90812,Enterprise,$33.00 
Transfer Case,90813,Enterprise,$33.00 
Lucienne Butane,90814,Enterprise,$125.00 
PST Drive Shaft,90815,Enterprise,$57.05 
Mitsubishi Vehicle Hood,90816,Enterprise,$11.11 
Dell Optiplex 780 Computer,90817,General Fund,$30.01 
Laptop Cart,90819,Enterprise,$18.00 
2 Bernhardt Chairs,90820,Enterprise,$110.00 
2 Bernhardt Chairs,90821,Enterprise,$95.00 
2 Bernhardt Chairs,90822,Enterprise,$140.00 
2 Bernhardt Chairs,90824,Enterprise,$45.00 
2 Bernhardt Chairs,90825,Enterprise,$140.00 
2 Bernhardt Chairs,90827,Enterprise,$130.00 
4 Bar Stools,90828,Enterprise,$65.00 
4 Bar Stools,90829,Enterprise,$62.00 
4 Bar Stools,90831,Enterprise,$55.00 
HP Printer,90833,General Fund,$12.00 
HP Printer,90834,General Fund,$25.00 
HP Printer,90835,General Fund,$27.00 
"Dell 19"" Flat Screen Monitor",90836,General Fund,$16.00 
"Dell 19"" Flat Screen Monitor",90837,General Fund,$17.00 
"Dell 19"" Flat Screen Monitor",90838,General Fund,$16.00 
"Dell 19"" Flat Screen Monitor",90839,General Fund,$16.00 
Side Layer,90840,Enterprise,$2.00 
2002 Thomas School Bus,90841,Enterprise,$1225.00 
2002 Miles Straight Pull Trailer,90842,Enterprise,$1525.00 
2002 Miles Straight Pull Trailer,90843,Enterprise,$1575.00 
2000 Chevrolet Monte Carlo,90844,Enterprise,$307.00 
2001 Chevrolet Malibu,90845,Enterprise,$217.00 
Gold Coin Pendant and Chain,90744,Enterprise,$2475.00 
Dell Monitor,90848,General Fund,$29.00 
Dell Monitor,90849,General Fund,$16.00 
Dell Monitor,90850,General Fund,$17.00 
Dell Monitor,90851,General Fund,$25.00 
Dell Monitor,90852,General Fund,$15.00 
Dell Monitor,90853,General Fund,$16.00 
Dell Monitor,90854,General Fund,$15.00 
Dell Monitor,90855,General Fund,$11.00 
Dell Monitor,90856,General Fund,$16.00 
Dell Monitor,90857,General Fund,$16.00 
Dell Monitor,90858,General Fund,$17.00 
Dell Computer,90859,General Fund,$43.00 
Dell Computer,90860,General Fund,$43.00 
Dell Computer,90861,General Fund,$41.00 
Dell Comuter,90862,General Fund,$41.00 
Dell Computer,90863,General Fund,$41.00 
Dell Computer,90864,General Fund,$130.19 
Dell Computer,90865,General Fund,$125.00 
Dell Computer,90866,General Fund,$125.00 
Dell Computer,90867,General Fund,$125.01 
Sony Handycam,90868,Enterprise,$83.00 
Sony PSP,90869,Enterprise,$27.10 
XBox 360 Kinect,90871,Enterprise,$21.00 
Roku Box w/Remote,90872,Enterprise,$73.00 
Ohaus Digital Scale,90873,Enterprise,$188.49 
Lenovo,90874,Enterprise,$13.00 
Kenmore Microwave,90875,Enterprise,$77.00 
Exhaust Pipe,90876,Enterprise,$106.00 
Mitsubishi Front Bumper,90877,Enterprise,$52.00 
"LG 42"" Plasma Flat Screen TV",90878,Enterprise,$151.00 
Lenovo Computer,90880,Enterprise,$20.00 
Alien Ware Comuter,90881,Enterprise,$335.00 
Small Hutch,90882,Enterprise,$55.01 
Bazaar Area Rug,90883,Enterprise,$81.03 
Table w/Bar Stool & Bench,90884,Enterprise,$45.00 
Sony DVD/CD Player,90886,Enterprise,$8.50 
16GB Apple iPod Touch,90887,Enterprise,$53.00 
7 XBox 360 Games,90888,Enterprise,$55.03 
3 XBox 360 Games,90889,Enterprise,$37.00 
XBox 360,90890,Enterprise,$84.57 
XBox 360 w/Kinect,90891,Enterprise,$70.00 
